datetime,energy_supplied_kwh,energy_billed_kwh
2016-04-25 21:58:23,79.36,72.8
2016-04-25 22:58:22,68.52,66.79
2016-04-25 23:58:22,37.0,33.83
2016-04-26 00:58:21,120.0,110.78
2016-04-26 01:58:21,54.21,51.01
2016-04-26 02:58:20,55.29,49.34
2016-04-26 03:58:20,66.98,63.41
2016-04-26 04:58:19,84.84,77.69
2016-04-26 05:58:19,29.84,27.25
2016-04-26 06:58:18,87.75,78.33
2016-04-26 07:58:18,64.66,59.98
2016-04-26 08:58:17,58.48,53.58
2016-04-26 09:58:16,57.06,53.05
2016-04-26 10:58:16,120.0,114.57
2016-04-26 11:58:15,105.97,96.48
2016-04-26 12:58:15,93.84,84.43
2016-04-26 13:58:14,51.02,47.05
2016-04-26 14:58:14,97.94,92.59
2016-04-26 15:58:13,56.27,54.51
2016-04-26 16:58:13,98.14,74.48
2016-04-26 17:58:12,53.99,48.65
2016-04-26 18:58:12,49.28,43.75
2016-04-26 19:58:11,67.0,45.03
2016-04-26 20:58:11,20.0,18.32
2016-04-26 21:58:10,24.5,23.7
2016-04-26 22:58:09,74.78,69.63
2016-04-26 23:58:09,90.9,85.49
2016-04-27 00:58:08,100.51,93.78
2016-04-27 01:58:08,100.99,93.17
2016-04-27 02:58:07,91.77,83.34
2016-04-27 03:58:07,116.53,111.3
2016-04-27 04:58:06,94.93,86.51
2016-04-27 05:58:06,50.49,49.44
2016-04-27 06:58:05,84.43,74.3
2016-04-27 07:58:05,102.4,92.75
2016-04-27 08:58:04,100.23,94.11
2016-04-27 09:58:04,89.76,84.75
2016-04-27 10:58:03,52.01,47.82
2016-04-27 11:58:02,102.82,91.59
2016-04-27 12:58:02,35.33,33.38
2016-04-27 13:58:01,20.0,19.16
2016-04-27 14:58:01,112.94,102.3
2016-04-27 15:58:00,26.25,24.29
2016-04-27 16:58:00,27.26,26.21
2016-04-27 17:57:59,86.12,77.26
2016-04-27 18:57:59,38.21,35.57
2016-04-27 19:57:58,40.45,36.63
2016-04-27 20:57:58,48.02,42.85
2016-04-27 21:57:57,64.34,59.77
2016-04-27 22:57:56,35.65,32.82
2016-04-27 23:57:56,85.13,80.49
2016-04-28 00:57:55,68.99,65.29
2016-04-28 01:57:55,31.48,28.46
2016-04-28 02:57:54,86.32,82.53
2016-04-28 03:57:54,60.71,56.26
2016-04-28 04:57:53,74.53,66.29
2016-04-28 05:57:53,20.0,18.28
2016-04-28 06:57:52,67.15,55.02
2016-04-28 07:57:52,79.8,73.11
2016-04-28 08:57:51,48.07,45.12
2016-04-28 09:57:51,76.77,69.82
2016-04-28 10:57:50,72.72,67.62
2016-04-28 11:57:49,75.87,71.96
2016-04-28 12:57:49,80.17,74.6
2016-04-28 13:57:48,97.3,94.03
2016-04-28 14:57:48,59.39,55.3
2016-04-28 15:57:47,63.42,58.64
2016-04-28 16:57:47,45.67,44.44
2016-04-28 17:57:46,96.26,88.27
2016-04-28 18:57:46,55.01,50.93
2016-04-28 19:57:45,65.59,59.65
2016-04-28 20:57:45,38.65,36.27
2016-04-28 21:57:44,89.85,84.7
2016-04-28 22:57:44,32.61,30.19
2016-04-28 23:57:43,75.4,69.63
2016-04-29 00:57:42,85.65,77.69
2016-04-29 01:57:42,108.23,96.71
2016-04-29 02:57:41,105.08,100.82
2016-04-29 03:57:41,92.86,87.08
2016-04-29 04:57:40,71.86,66.63
2016-04-29 05:57:40,71.45,67.1
2016-04-29 06:57:39,76.94,73.79
2016-04-29 07:57:39,97.11,92.53
2016-04-29 08:57:38,55.81,49.69
2016-04-29 09:57:38,59.29,54.69
2016-04-29 10:57:37,90.68,82.42
2016-04-29 11:57:37,71.92,66.04
2016-04-29 12:57:36,20.0,18.14
2016-04-29 13:57:35,50.91,46.58
2016-04-29 14:57:35,38.65,36.02
2016-04-29 15:57:34,29.04,27.04
2016-04-29 16:57:34,120.0,79.66
2016-04-29 17:57:33,20.0,18.21
2016-04-29 18:57:33,75.0,71.9
2016-04-29 19:57:32,54.27,48.95
2016-04-29 20:57:32,49.85,47.85
2016-04-29 21:57:31,57.92,54.14
2016-04-29 22:57:31,53.84,48.9
2016-04-29 23:57:30,87.31,80.79
2016-04-30 00:57:29,35.65,32.11
2016-04-30 01:57:29,82.53,80.52
2016-04-30 02:57:28,36.0,34.12
2016-04-30 03:57:28,52.17,49.34
2016-04-30 04:57:27,119.43,114.72
2016-04-30 05:57:27,109.75,100.03
2016-04-30 06:57:26,120.0,108.17
2016-04-30 07:57:26,80.65,75.97
2016-04-30 08:57:25,80.55,74.93
2016-04-30 09:57:25,105.41,94.87
2016-04-30 10:57:24,73.09,67.42
2016-04-30 11:57:24,79.27,70.92
2016-04-30 12:57:23,70.6,65.3
2016-04-30 13:57:22,28.01,25.56
2016-04-30 14:57:22,60.31,54.76
2016-04-30 15:57:21,38.91,36.78
2016-04-30 16:57:21,69.63,62.76
2016-04-30 17:57:20,73.52,67.18
2016-04-30 18:57:20,78.12,69.99
2016-04-30 19:57:19,52.91,48.49
2016-04-30 20:57:19,59.4,54.51
2016-04-30 21:57:18,28.11,26.29
2016-04-30 22:57:18,20.0,18.69
2016-04-30 23:57:17,69.28,65.64
2016-05-01 00:57:17,20.0,18.93
2016-05-01 01:57:16,35.37,32.28
2016-05-01 02:57:15,27.71,26.83
2016-05-01 03:57:15,71.44,65.63
2016-05-01 04:57:14,67.07,61.92
2016-05-01 05:57:14,108.03,97.0
2016-05-01 06:57:13,88.68,80.81
2016-05-01 07:57:13,92.37,87.37
2016-05-01 08:57:12,120.0,110.8
2016-05-01 09:57:12,93.19,88.14
2016-05-01 10:57:11,91.61,85.2
2016-05-01 11:57:11,89.79,80.85
2016-05-01 12:57:10,105.24,96.76
2016-05-01 13:57:10,47.37,44.55
2016-05-01 14:57:09,65.85,62.27
2016-05-01 15:57:08,51.98,45.74
2016-05-01 16:57:08,105.13,96.73
2016-05-01 17:57:07,63.43,60.12
2016-05-01 18:57:07,56.63,53.49
2016-05-01 19:57:06,44.62,41.03
2016-05-01 20:57:06,50.15,48.09
2016-05-01 21:57:05,87.83,79.85
2016-05-01 22:57:05,32.9,29.85
2016-05-01 23:57:04,83.04,76.6
2016-05-02 00:57:04,61.68,57.65
2016-05-02 01:57:03,72.1,69.07
2016-05-02 02:57:02,72.11,67.43
2016-05-02 03:57:02,90.8,86.55
2016-05-02 04:57:01,74.68,68.57
2016-05-02 05:57:01,93.51,84.51
2016-05-02 06:57:00,64.44,59.94
2016-05-02 07:57:00,59.57,55.11
2016-05-02 08:56:59,117.37,105.12
2016-05-02 09:56:59,66.32,60.47
2016-05-02 10:56:58,60.33,56.96
2016-05-02 11:56:58,120.0,109.27
2016-05-02 12:56:57,95.05,87.34
2016-05-02 13:56:57,78.83,71.35
2016-05-02 14:56:56,89.2,80.94
2016-05-02 15:56:55,74.05,70.86
2016-05-02 16:56:55,57.99,52.29
2016-05-02 17:56:54,89.4,83.14
2016-05-02 18:56:54,47.43,43.37
2016-05-02 19:56:53,49.13,44.88
2016-05-02 20:56:53,53.87,49.5
2016-05-02 21:56:52,20.0,18.41
2016-05-02 22:56:52,93.18,86.82
2016-05-02 23:56:51,56.24,53.1
2016-05-03 00:56:51,73.33,68.0
2016-05-03 01:56:50,31.36,30.08
2016-05-03 02:56:50,56.72,53.24
2016-05-03 03:56:49,27.73,25.64
2016-05-03 04:56:48,120.0,107.76
2016-05-03 05:56:48,64.62,59.75
2016-05-03 06:56:47,65.13,60.7
2016-05-03 07:56:47,71.49,67.46
2016-05-03 08:56:46,74.42,70.42
2016-05-03 09:56:46,46.06,42.31
2016-05-03 10:56:45,42.18,37.12
2016-05-03 11:56:45,72.68,68.13
2016-05-03 12:56:44,37.26,33.05
2016-05-03 13:56:44,20.0,18.5
2016-05-03 14:56:43,92.58,84.13
2016-05-03 15:56:43,53.17,50.18
2016-05-03 16:56:42,79.8,72.34
2016-05-03 17:56:41,25.65,24.04
2016-05-03 18:56:41,61.82,58.87
2016-05-03 19:56:40,46.82,43.07
2016-05-03 20:56:40,41.36,39.97
2016-05-03 21:56:39,79.2,73.99
2016-05-03 22:56:39,54.36,50.26
2016-05-03 23:56:38,71.6,67.84
2016-05-04 00:56:38,82.48,78.54
2016-05-04 01:56:37,48.48,43.88
2016-05-04 02:56:37,60.13,57.35
2016-05-04 03:56:36,21.95,21.06
2016-05-04 04:56:35,35.9,32.36
2016-05-04 05:56:35,63.49,61.42
2016-05-04 06:56:34,93.91,83.51
2016-05-04 07:56:34,91.97,85.94
2016-05-04 08:56:33,20.0,18.36
2016-05-04 09:56:33,75.64,66.6
2016-05-04 10:56:32,120.0,114.14
2016-05-04 11:56:32,46.8,43.75
2016-05-04 12:56:31,23.2,21.75
2016-05-04 13:56:31,77.13,71.79
2016-05-04 14:56:30,98.43,96.52
2016-05-04 15:56:30,55.85,52.09
2016-05-04 16:56:29,54.11,50.72
2016-05-04 17:56:28,53.19,48.93
2016-05-04 18:56:28,90.21,82.89
2016-05-04 19:56:27,29.63,26.9
2016-05-04 20:56:27,59.32,54.93
2016-05-04 21:56:26,72.34,64.2
2016-05-04 22:56:26,47.81,44.12
2016-05-04 23:56:25,40.51,36.72
2016-05-05 00:56:25,66.38,62.31
2016-05-05 01:56:24,56.13,50.41
2016-05-05 02:56:24,120.0,112.19
2016-05-05 03:56:23,61.01,55.89
2016-05-05 04:56:23,71.29,64.38
2016-05-05 05:56:22,80.15,75.94
2016-05-05 06:56:21,61.17,57.65
2016-05-05 07:56:21,80.1,76.08
2016-05-05 08:56:20,111.41,105.85
2016-05-05 09:56:20,80.29,78.89
2016-05-05 10:56:19,120.0,113.78
2016-05-05 11:56:19,62.92,60.43
2016-05-05 12:56:18,43.44,40.8
2016-05-05 13:56:18,104.17,96.81
2016-05-05 14:56:17,20.0,18.17
2016-05-05 15:56:17,57.2,52.12
2016-05-05 16:56:16,22.23,19.72
2016-05-05 17:56:16,66.17,60.75
2016-05-05 18:56:15,55.19,53.37
2016-05-05 19:56:14,48.77,45.03
2016-05-05 20:56:14,55.29,52.13
2016-05-05 21:56:13,30.1,28.41
2016-05-05 22:56:13,48.27,45.97
2016-05-05 23:56:12,102.7,91.93
2016-05-06 00:56:12,81.97,77.2
2016-05-06 01:56:11,74.5,67.5
2016-05-06 02:56:11,80.3,75.48
2016-05-06 03:56:10,53.19,49.79
2016-05-06 04:56:10,104.79,95.03
2016-05-06 05:56:09,56.09,52.08
2016-05-06 06:56:08,53.62,51.38
2016-05-06 07:56:08,116.12,106.32
2016-05-06 08:56:07,49.56,44.88
2016-05-06 09:56:07,62.36,58.45
2016-05-06 10:56:06,107.96,98.79
2016-05-06 11:56:06,120.0,110.44
2016-05-06 12:56:05,46.0,44.29
2016-05-06 13:56:05,45.72,43.02
2016-05-06 14:56:04,60.31,56.51
2016-05-06 15:56:04,83.95,77.44
2016-05-06 16:56:03,31.98,30.11
2016-05-06 17:56:03,54.7,49.97
2016-05-06 18:56:02,60.2,36.14
2016-05-06 19:56:01,93.25,87.99
2016-05-06 20:56:01,57.27,38.99
2016-05-06 21:56:00,25.32,22.6
2016-05-06 22:56:00,58.81,55.96
2016-05-06 23:55:59,50.26,46.23
2016-05-07 00:55:59,80.17,76.11
2016-05-07 01:55:58,44.72,42.51
2016-05-07 02:55:58,59.59,54.33
2016-05-07 03:55:57,77.48,72.48
2016-05-07 04:55:57,76.62,71.82
2016-05-07 05:55:56,90.27,85.61
2016-05-07 06:55:56,51.54,46.25
2016-05-07 07:55:55,106.72,98.57
2016-05-07 08:55:54,90.38,81.22
2016-05-07 09:55:54,120.0,108.76
2016-05-07 10:55:53,100.7,95.3
2016-05-07 11:55:53,120.0,110.04
2016-05-07 12:55:52,82.45,76.72
2016-05-07 13:55:52,42.23,39.36
2016-05-07 14:55:51,50.88,46.81
2016-05-07 15:55:51,74.95,69.39
2016-05-07 16:55:50,67.84,61.71
2016-05-07 17:55:50,26.45,24.32
2016-05-07 18:55:49,57.08,52.3
2016-05-07 19:55:49,81.39,76.67
2016-05-07 20:55:48,24.53,22.17
2016-05-07 21:55:47,64.89,58.91
2016-05-07 22:55:47,80.63,76.01
2016-05-07 23:55:46,102.08,92.85
2016-05-08 00:55:46,79.99,79.66
2016-05-08 01:55:45,64.29,50.82
2016-05-08 02:55:45,117.26,106.65
2016-05-08 03:55:44,40.85,37.31
2016-05-08 04:55:44,110.89,103.89
2016-05-08 05:55:43,101.22,96.2
2016-05-08 06:55:43,64.15,61.2
2016-05-08 07:55:42,40.11,35.74
2016-05-08 08:55:41,104.29,95.18
2016-05-08 09:55:41,92.21,85.88
2016-05-08 10:55:40,73.99,68.56
2016-05-08 11:55:40,70.01,45.31
2016-05-08 12:55:39,62.85,59.32
2016-05-08 13:55:39,70.82,67.33
2016-05-08 14:55:38,83.59,76.38
2016-05-08 15:55:38,33.75,32.09
2016-05-08 16:55:37,75.35,70.98
2016-05-08 17:55:37,49.97,45.26
2016-05-08 18:55:36,66.94,63.84
2016-05-08 19:55:36,81.42,72.82
2016-05-08 20:55:35,52.15,48.51
2016-05-08 21:55:34,42.05,41.29
2016-05-08 22:55:34,104.34,96.3
2016-05-08 23:55:33,55.07,48.94
2016-05-09 00:55:33,80.61,74.66
2016-05-09 01:55:32,70.51,67.08
2016-05-09 02:55:32,32.37,29.2
2016-05-09 03:55:31,67.6,64.1
2016-05-09 04:55:31,92.45,87.27
2016-05-09 05:55:30,120.0,113.51
2016-05-09 06:55:30,96.75,89.18
2016-05-09 07:55:29,50.03,46.5
2016-05-09 08:55:29,114.05,108.75
2016-05-09 09:55:28,55.75,52.81
2016-05-09 10:55:27,105.86,99.99
2016-05-09 11:55:27,67.31,47.46
2016-05-09 12:55:26,20.0,18.53
2016-05-09 13:55:26,92.45,86.63
2016-05-09 14:55:25,37.93,34.56
2016-05-09 15:55:25,38.28,34.15
2016-05-09 16:55:24,103.53,95.17
2016-05-09 17:55:24,76.02,70.42
2016-05-09 18:55:23,36.43,33.91
2016-05-09 19:55:23,68.02,62.89
2016-05-09 20:55:22,72.46,65.83
2016-05-09 21:55:22,20.0,18.17
2016-05-09 22:55:21,72.9,66.15
2016-05-09 23:55:20,21.07,19.33
2016-05-10 00:55:20,65.14,59.77
2016-05-10 01:55:19,23.84,21.52
2016-05-10 02:55:19,36.58,34.67
2016-05-10 03:55:18,90.28,84.18
2016-05-10 04:55:18,72.29,70.1
2016-05-10 05:55:17,40.53,37.27
2016-05-10 06:55:17,52.58,49.42
2016-05-10 07:55:16,103.11,99.08
2016-05-10 08:55:16,45.52,42.11
2016-05-10 09:55:15,86.05,78.93
2016-05-10 10:55:14,63.13,58.9
2016-05-10 11:55:14,76.02,71.33
2016-05-10 12:55:13,88.37,83.75
2016-05-10 13:55:13,36.8,34.16
2016-05-10 14:55:12,56.9,53.52
2016-05-10 15:55:12,32.67,29.86
2016-05-10 16:55:11,44.2,41.92
2016-05-10 17:55:11,75.43,68.67
2016-05-10 18:55:10,79.72,73.24
2016-05-10 19:55:10,31.34,28.99
2016-05-10 20:55:09,29.05,27.58
2016-05-10 21:55:09,56.27,51.14
2016-05-10 22:55:08,81.45,77.6
2016-05-10 23:55:07,120.0,112.1
2016-05-11 00:55:07,59.46,54.55
2016-05-11 01:55:06,54.29,47.78
2016-05-11 02:55:06,66.0,61.48
2016-05-11 03:55:05,43.43,41.46
2016-05-11 04:55:05,75.99,71.32
2016-05-11 05:55:04,101.97,96.89
2016-05-11 06:55:04,32.76,30.25
2016-05-11 07:55:03,111.18,103.2
2016-05-11 08:55:03,51.06,48.61
2016-05-11 09:55:02,31.96,30.21
2016-05-11 10:55:02,51.95,47.68
2016-05-11 11:55:01,98.25,93.6
2016-05-11 12:55:00,59.75,53.65
2016-05-11 13:55:00,100.56,94.34
2016-05-11 14:54:59,52.84,49.95
2016-05-11 15:54:59,113.44,102.28
2016-05-11 16:54:58,91.15,84.75
2016-05-11 17:54:58,71.77,67.01
2016-05-11 18:54:57,60.1,57.52
2016-05-11 19:54:57,62.21,59.71
2016-05-11 20:54:56,58.11,53.38
2016-05-11 21:54:56,115.24,109.78
2016-05-11 22:54:55,67.13,62.96
2016-05-11 23:54:55,86.16,79.78
2016-05-12 00:54:54,66.71,64.37
2016-05-12 01:54:53,120.0,115.94
2016-05-12 02:54:53,85.4,58.72
2016-05-12 03:54:52,88.52,82.61
2016-05-12 04:54:52,56.23,52.49
2016-05-12 05:54:51,120.0,110.99
2016-05-12 06:54:51,100.31,94.72
2016-05-12 07:54:50,97.52,92.19
2016-05-12 08:54:50,20.0,18.86
2016-05-12 09:54:49,93.47,85.56
2016-05-12 10:54:49,23.65,22.02
2016-05-12 11:54:48,114.9,108.22
2016-05-12 12:54:47,74.29,67.77
2016-05-12 13:54:47,20.75,18.82
2016-05-12 14:54:46,78.63,74.19
2016-05-12 15:54:46,82.95,75.03
2016-05-12 16:54:45,113.71,109.81
2016-05-12 17:54:45,20.0,18.82
2016-05-12 18:54:44,54.96,34.8
2016-05-12 19:54:44,29.46,27.63
2016-05-12 20:54:43,65.22,60.09
2016-05-12 21:54:43,29.37,27.96
2016-05-12 22:54:42,44.73,43.3
2016-05-12 23:54:42,56.55,52.29
2016-05-13 00:54:41,73.99,69.42
2016-05-13 01:54:40,55.38,51.94
2016-05-13 02:54:40,69.02,51.16
2016-05-13 03:54:39,40.44,36.92
2016-05-13 04:54:39,80.92,74.42
2016-05-13 05:54:38,97.36,88.93
2016-05-13 06:54:38,51.24,47.18
2016-05-13 07:54:37,67.05,59.91
2016-05-13 08:54:37,61.45,55.52
2016-05-13 09:54:36,60.15,53.68
2016-05-13 10:54:36,86.61,80.83
2016-05-13 11:54:35,66.42,64.09
2016-05-13 12:54:35,52.6,44.13
2016-05-13 13:54:34,68.52,63.44
2016-05-13 14:54:33,47.02,44.11
2016-05-13 15:54:33,35.48,33.53
2016-05-13 16:54:32,66.66,59.94
2016-05-13 17:54:32,69.53,62.94
2016-05-13 18:54:31,42.1,39.45
2016-05-13 19:54:31,73.96,66.54
2016-05-13 20:54:30,20.9,19.52
2016-05-13 21:54:30,65.02,58.82
2016-05-13 22:54:29,37.79,36.57
2016-05-13 23:54:29,43.19,39.81
2016-05-14 00:54:28,30.4,29.64
2016-05-14 01:54:28,48.14,45.53
2016-05-14 02:54:27,113.57,102.55
2016-05-14 03:54:26,26.49,24.49
2016-05-14 04:54:26,71.0,62.82
2016-05-14 05:54:25,101.73,93.48
2016-05-14 06:54:25,106.94,96.93
2016-05-14 07:54:24,68.86,65.94
2016-05-14 08:54:24,64.24,59.25
2016-05-14 09:54:23,97.52,89.34
2016-05-14 10:54:23,106.63,100.73
2016-05-14 11:54:22,45.91,43.15
2016-05-14 12:54:22,65.3,58.68
2016-05-14 13:54:21,25.4,24.49
2016-05-14 14:54:20,47.74,43.26
2016-05-14 15:54:20,56.67,50.26
2016-05-14 16:54:19,72.66,52.26
2016-05-14 17:54:19,37.33,34.93
2016-05-14 18:54:18,49.46,45.48
2016-05-14 19:54:18,39.9,36.29
2016-05-14 20:54:17,45.15,42.57
2016-05-14 21:54:17,83.84,80.88
2016-05-14 22:54:16,74.93,70.46
2016-05-14 23:54:16,93.76,85.09
2016-05-15 00:54:15,29.11,26.89
2016-05-15 01:54:15,75.96,71.21
2016-05-15 02:54:14,62.52,60.19
2016-05-15 03:54:13,71.14,66.61
2016-05-15 04:54:13,54.5,37.26
2016-05-15 05:54:12,52.75,49.17
2016-05-15 06:54:12,81.6,73.97
2016-05-15 07:54:11,54.72,50.9
2016-05-15 08:54:11,77.79,71.15
2016-05-15 09:54:10,88.72,82.68
2016-05-15 10:54:10,91.18,87.02
2016-05-15 11:54:09,44.7,42.1
2016-05-15 12:54:09,69.99,58.79
2016-05-15 13:54:08,75.25,70.68
2016-05-15 14:54:08,42.25,39.58
2016-05-15 15:54:07,32.9,30.97
2016-05-15 16:54:06,68.39,65.03
2016-05-15 17:54:06,88.07,80.89
2016-05-15 18:54:05,65.78,62.6
2016-05-15 19:54:05,59.3,54.43
2016-05-15 20:54:04,67.07,62.78
2016-05-15 21:54:04,63.36,58.58
2016-05-15 22:54:03,22.22,20.87
2016-05-15 23:54:03,77.76,72.78
2016-05-16 00:54:02,112.75,105.27
2016-05-16 01:54:02,106.02,96.32
2016-05-16 02:54:01,20.0,18.44
2016-05-16 03:54:01,94.3,89.41
2016-05-16 04:54:00,44.86,41.86
2016-05-16 05:53:59,86.21,80.23
2016-05-16 06:53:59,86.91,81.12
2016-05-16 07:53:58,81.94,75.2
2016-05-16 08:53:58,85.05,81.44
2016-05-16 09:53:57,44.99,42.35
2016-05-16 10:53:57,85.87,78.46
2016-05-16 11:53:56,91.79,85.96
2016-05-16 12:53:56,62.39,59.73
2016-05-16 13:53:55,20.0,18.16
2016-05-16 14:53:55,50.71,46.71
2016-05-16 15:53:54,30.12,28.35
2016-05-16 16:53:53,42.88,40.96
2016-05-16 17:53:53,32.49,30.5
2016-05-16 18:53:52,77.6,74.52
2016-05-16 19:53:52,48.27,45.36
2016-05-16 20:53:51,82.76,78.41
2016-05-16 21:53:51,39.71,36.71
2016-05-16 22:53:50,48.31,45.44
2016-05-16 23:53:50,45.59,41.41
2016-05-17 00:53:49,58.34,56.18
2016-05-17 01:53:49,118.59,110.46
2016-05-17 02:53:48,40.05,37.69
2016-05-17 03:53:48,73.04,68.76
2016-05-17 04:53:47,30.19,28.53
2016-05-17 05:53:46,49.59,46.28
2016-05-17 06:53:46,88.06,81.46
2016-05-17 07:53:45,20.0,18.22
2016-05-17 08:53:45,82.66,77.94
2016-05-17 09:53:44,91.02,82.06
2016-05-17 10:53:44,111.87,100.06
2016-05-17 11:53:43,71.88,64.89
2016-05-17 12:53:43,46.25,42.32
2016-05-17 13:53:42,64.3,58.54
2016-05-17 14:53:42,20.0,19.2
2016-05-17 15:53:41,96.24,89.62
2016-05-17 16:53:41,79.42,75.26
2016-05-17 17:53:40,65.31,57.47
2016-05-17 18:53:39,76.89,70.16
2016-05-17 19:53:39,48.78,46.08
2016-05-17 20:53:38,32.31,31.7
2016-05-17 21:53:38,54.26,49.66
2016-05-17 22:53:37,63.7,59.39
2016-05-17 23:53:37,67.72,63.42
2016-05-18 00:53:36,46.84,42.97
2016-05-18 01:53:36,81.75,73.29
2016-05-18 02:53:35,73.64,66.93
2016-05-18 03:53:35,61.5,57.61
2016-05-18 04:53:34,52.14,46.81
2016-05-18 05:53:34,98.39,89.95
2016-05-18 06:53:33,97.46,93.49
2016-05-18 07:53:32,23.68,23.19
2016-05-18 08:53:32,62.56,57.97
2016-05-18 09:53:31,50.56,46.84
2016-05-18 10:53:31,30.62,27.56
2016-05-18 11:53:30,47.08,43.48
2016-05-18 12:53:30,25.57,23.68
2016-05-18 13:53:29,67.84,65.11
2016-05-18 14:53:29,47.86,45.43
2016-05-18 15:53:28,86.53,81.64
2016-05-18 16:53:28,39.36,35.08
2016-05-18 17:53:27,78.96,70.79
2016-05-18 18:53:26,47.28,44.57
2016-05-18 19:53:26,49.19,46.71
2016-05-18 20:53:25,59.25,55.75
2016-05-18 21:53:25,63.55,57.97
2016-05-18 22:53:24,33.54,30.52
2016-05-18 23:53:24,60.5,55.98
2016-05-19 00:53:23,81.93,75.85
2016-05-19 01:53:23,105.77,99.26
2016-05-19 02:53:22,38.74,35.67
2016-05-19 03:53:22,78.89,71.87
2016-05-19 04:53:21,61.45,58.22
2016-05-19 05:53:21,77.42,72.69
2016-05-19 06:53:20,40.77,38.94
2016-05-19 07:53:19,35.53,31.77
2016-05-19 08:53:19,65.68,59.79
2016-05-19 09:53:18,32.8,30.34
2016-05-19 10:53:18,88.04,85.15
2016-05-19 11:53:17,20.0,18.73
2016-05-19 12:53:17,51.21,48.12
2016-05-19 13:53:16,98.6,78.69
2016-05-19 14:53:16,47.45,23.08
2016-05-19 15:53:15,42.45,39.15
2016-05-19 16:53:15,35.77,32.02
2016-05-19 17:53:14,61.86,57.92
2016-05-19 18:53:14,28.24,25.95
2016-05-19 19:53:13,85.7,81.3
2016-05-19 20:53:12,90.94,85.47
2016-05-19 21:53:12,65.48,59.97
2016-05-19 22:53:11,36.65,34.0
2016-05-19 23:53:11,72.95,66.72
2016-05-20 00:53:10,64.63,60.88
2016-05-20 01:53:10,57.09,52.35
2016-05-20 02:53:09,75.11,67.54
2016-05-20 03:53:09,83.52,76.73
2016-05-20 04:53:08,95.46,67.1
2016-05-20 05:53:08,102.72,94.73
2016-05-20 06:53:07,66.19,59.89
2016-05-20 07:53:07,96.53,88.78
2016-05-20 08:53:06,39.94,38.22
2016-05-20 09:53:05,113.19,102.2
2016-05-20 10:53:05,51.59,49.95
2016-05-20 11:53:04,41.86,37.39
2016-05-20 12:53:04,55.22,49.75
2016-05-20 13:53:03,58.59,56.55
2016-05-20 14:53:03,108.63,99.24
2016-05-20 15:53:02,101.17,93.91
2016-05-20 16:53:02,55.84,51.78
2016-05-20 17:53:01,42.19,38.55
2016-05-20 18:53:01,65.44,59.73
2016-05-20 19:53:00,27.44,25.99
2016-05-20 20:52:59,85.04,80.9
2016-05-20 21:52:59,60.14,55.11
2016-05-20 22:52:58,27.33,26.2
2016-05-20 23:52:58,57.15,50.65
2016-05-21 00:52:57,88.51,77.9
2016-05-21 01:52:57,87.86,81.51
2016-05-21 02:52:56,69.89,66.19
2016-05-21 03:52:56,101.52,93.74
2016-05-21 04:52:55,120.0,112.21
2016-05-21 05:52:55,52.92,47.98
2016-05-21 06:52:54,22.26,20.79
2016-05-21 07:52:54,55.87,51.63
2016-05-21 08:52:53,99.63,92.12
2016-05-21 09:52:52,59.98,54.21
2016-05-21 10:52:52,108.13,103.33
2016-05-21 11:52:51,21.72,19.96
2016-05-21 12:52:51,68.34,65.09
2016-05-21 13:52:50,34.84,31.71
2016-05-21 14:52:50,71.66,69.19
2016-05-21 15:52:49,23.96,22.65
2016-05-21 16:52:49,50.73,47.97
2016-05-21 17:52:48,63.36,58.33
2016-05-21 18:52:48,31.48,29.56
2016-05-21 19:52:47,55.64,52.2
2016-05-21 20:52:47,65.95,60.56
2016-05-21 21:52:46,21.53,20.31
2016-05-21 22:52:45,60.36,56.76
2016-05-21 23:52:45,20.0,18.2
2016-05-22 00:52:44,48.85,46.24
2016-05-22 01:52:44,86.48,50.4
2016-05-22 02:52:43,90.17,82.58
2016-05-22 03:52:43,40.89,29.26
2016-05-22 04:52:42,78.64,71.5
2016-05-22 05:52:42,20.0,18.34
2016-05-22 06:52:41,76.47,72.25
2016-05-22 07:52:41,93.35,86.45
2016-05-22 08:52:40,35.62,33.93
2016-05-22 09:52:40,65.36,61.32
2016-05-22 10:52:39,60.26,57.19
2016-05-22 11:52:38,73.04,64.8
2016-05-22 12:52:38,58.29,54.21
2016-05-22 13:52:37,56.57,53.27
2016-05-22 14:52:37,55.97,53.25
2016-05-22 15:52:36,47.88,44.74
2016-05-22 16:52:36,25.72,23.83
2016-05-22 17:52:35,51.37,48.56
2016-05-22 18:52:35,63.33,59.95
2016-05-22 19:52:34,105.04,99.88
2016-05-22 20:52:34,101.12,92.7
2016-05-22 21:52:33,64.3,59.71
2016-05-22 22:52:32,36.71,33.97
2016-05-22 23:52:32,91.38,83.02
2016-05-23 00:52:31,49.73,45.93
2016-05-23 01:52:31,58.11,55.55
2016-05-23 02:52:30,58.33,54.71
2016-05-23 03:52:30,71.47,67.08
2016-05-23 04:52:29,75.15,67.03
2016-05-23 05:52:29,87.38,76.89
2016-05-23 06:52:28,86.29,81.35
2016-05-23 07:52:28,77.74,74.07
2016-05-23 08:52:27,94.54,88.69
2016-05-23 09:52:27,61.11,57.17
2016-05-23 10:52:26,71.73,67.6
2016-05-23 11:52:25,39.47,36.85
2016-05-23 12:52:25,60.4,54.47
2016-05-23 13:52:24,68.68,63.13
